MID,message,category
596,"		i would like to cancel my wake up call for thu, 30 march at 07:39 pm { reminder_list: 683203, user_id: 1689770, task_name: wakeup, offset: 0, api_name: exotel }",reminders
597,i want to go shirdi   shani shingnapur,travel
598,dhaba,nearby
599,i would like to book a ticket dwaraka movie,movies
600,i want to wakeup tmrw mrng,reminders
601,no i want to goa for goa,travel
602,i want share ola,travel
603,"		i would like to cancel my wake up call for sun, 05 march at 06:15 am { reminder_list: 711471, user_id: 1983485, task_name: wakeup, offset: 0, api_name: exotel }",reminders
604,"house no 1502, hig flats, sector 43b",food
605,can you find me a property lawyer in byculla mumbai who is open on saturday?,nearby
606,"		i would like to cancel my reminder for sat, 04 march at 08:04 am { reminder_list: 686988, user_id: 1978360, task_name: other, offset: 0, api_name: exotel }",reminders
607,hey..i want to cancel my water alert,reminders
608,"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 712737, user_id: 1983840, task_name: drink_water, offset: 0, api_name: exotel }",reminders
609,please remind me to make a call at college at 5 pm today.,reminders
610,now near dilkushnagar side one bus went,nearby
611,look for shatabdi or jan shatabdi,travel
612,not received cash back,recharge
613,i need a petrol pump near by,nearby
614,i want cash back on recharge and bill pay,recharge
615,flight fare,travel
616,restaurants which serve hukkah,food
617,restaurants around begumpet,food
618,call murthy kollapudi top -14 retention,travel
619,"		i would like to cancel my wake up call for sat, 04 march at 07:00 am { reminder_list: 701473, user_id: 1978431, task_name: wakeup, offset: 0, api_name: exotel }",reminders
620,i want bajjis,food
621,hotel is near,travel
622,i need bescom bill sir,recharge
623,need electrician for cooler repair,support
624,send a vodafone postpaid bill promocode,recharge
625,its too much please suggest me 1200 range something,travel
626,i want to do webchekin for my flite can u help me,travel
627,ideal colony,food
628,में इंदौर से धुले जाना चाहती हूँ। मेरे पास कार हैं पर ड्राइवर नहीं। क्या आप बता सकते हैं मुझे कोई अच्छा सा ड्राइवर??,travel
629,i think their is some confusion with the flight rates .,travel
630,"		hi, i want to book ubergo {product_id:3d67403a-afdc-41a1-9ea9-df68a3f4a835, api_name:uber, product_name:ubergo, seat_count:none}",travel
631,last stoppage of telangana expresz,travel
632,remind me daily to sleep at 11:30 daily,reminders
633,tamil movies in coimbatore,movies
634,any way advance booking for movie,movies
635,"hey	could you please stop the reminders of water for sometime",reminders
636,"hey, i want to book movie tickets.{task}",movies
637,"please show me return flights from hyderabad to mumbai 		onward date - 14 march	return date - 16 march",travel
638,get me some contact numbers of landscape contractors,nearby
639,no these are through delhi,travel
640,i have product that is tp be picked up,support
641,singam3,movies
642,no offer for electricity bill payment ?,recharge
643,give me train availability for amravati to mumba date 8 march in ac any class,travel
644,i'll pay by ola money,travel
645,nearest muncipal commison office,nearby
646,hubli,nearby
647,don't remind me for anything,reminders
648,check in 12236 on 20 june,travel
649,cancel my reminder to drink water,reminders
650,"		i would like to cancel my drink water reminder reminder for mon, 06 march at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 726535-726536-726537-726538-726539-726540-726541-726542-726543-726544-726545, user_id: 1986664, task_name: drink_water, offset: 0, api_name: exotel }",reminders
651,send me showtime for the ghazi attack,movies
652,carry english text book,reminders
653,aaj koi offer hai kya,travel
654,tell me about logan,movies
655,can you help me to book plane ticket,travel
656,sorry i go throw cab option,travel
657,sat night,reminders
658,near by cab booking,travel
659,"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 708080, user_id: 1982761, task_name: drink_water, offset: 0, api_name: exotel }",reminders
660,cleartrip,travel
661,refrigerator repair shop?,nearby
662,am i eligible for any cab offer?,travel
663,do you have any offer to book railway tickets,travel
664,havmore,travel
665,any movie is fine,movies
666,shihm 3,movies
667,want to pay airtel bill any discount,recharge
668,13237date28-02-2017 patna  kota,travel
669,jaipur railway station,food
670,gaitey galaxy,movies
671,want to knw the review,movies
672,borivali to surat,travel
673,mujhe idea ke sabhi recharge palan ki jankari chahiye,recharge
674,"		i would like to cancel my wake up call for sun, 05 march at 05:50 pm { reminder_list: 706553, user_id: 1982175, task_name: wakeup, offset: 0, api_name: exotel }",reminders
675,i have to call mr. vijayvargiya on 10 am tomorrow,reminders
676,"		i want to know availability and fare in sleeper (sl) in train number 12971{product_id:12971_vapi_sgd,api_name:trains_api}",travel
677,copune,food
678,you have just informed me that i would be getting confirmation,food
679,"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 673359, user_id: 1970083, task_name: drink_water, offset: 0, api_name: exotel }",reminders
680,how far is kamatipura from grant rd station,nearby
681,48 km up and down,travel
682,in visakhapatnam andharpradesh,travel
683,akp to vijayawada,travel
684,"i would like to cancel my wake up call for sun, 05 march at 07:30 am { reminder_list: 714385, user_id: 1842671, task_name: wakeup, offset: 0, api_name: exotel }",reminders
685,i just want to check my budget for travel,travel
686,pp615210846in track this,support
687,grace palour ghumar mandi,reminders
688,ahmedabad  station,food
689,"tulsirao age 45 f	devikarao 25 f	sanjanarao 23 f",travel
690,the only thing is u hv to remind me 2 gv biometric everyday @ 8.30 pm,reminders
691,you tell me govind dev ji jaipur timings,travel
692,i want in ex service men colony,nearby
693,hi! i need to schedule a pick up and drop service. {task},support
694,44 2930 8360,travel
695,lloyd service center,nearby
696,any discount /offers,recharge
697,let me know how much money are left in my wallet,recharge
698,hourly reminder would help me,reminders
699,call jincy tomorrow 5pm,reminders
700,"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 689130, user_id: 1978656, task_name: drink_water, offset: 0, api_name: exotel }",reminders
701,ticket price,travel
702,"		i would like to cancel my medicine reminder for everyday at 09:00 am { reminder_list: 620148, user_id: 1956138, task_name: medicine, offset: 0, api_name: exotel }",reminders
703,i need to set reminder,reminders
704,patiala to dhariwal,travel
705,what is price for ur party planners,support
706,"		i would like to cancel my medicine reminder for everyday at 09:00 pm { reminder_list: 670037, user_id: 1970294, task_name: medicine, offset: 0, api_name: exotel }",reminders
707,whole flight,travel
708,i want theatres near by,movies
709,tell me the cashback code for recharge,recharge
710,"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 691255, user_id: 1979177, task_name: drink_water, offset: 0, api_name: exotel }",reminders
711,please cancel,reminders
712,but too costly,travel
713,01.03.2017,food
714,can you book or may i,travel
715,nd wat about return ticket,travel
716,book tickets,travel
717,nearst vodafone store,nearby
718,cal you please remind me,reminders
719,once again,recharge
720,show me passenger film reviw,movies
721,or cashback,recharge
722,nishant if i want to pay it from my mother's account how do i do that,recharge
723,dish,recharge
724,6.30am raju,reminders
725,is this for new uber user,travel
726,"i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 722477, user_id: 1985635, task_name: drink_water, offset: 0, api_name: exotel }",reminders
727,can you book me a table at verandha 11 in fort table for 6 people at 9 pm today evening,food
728,may i know@ what time the train will reach,travel
729,set for every day,reminders
730,multiplex movies names,movies
731,what about bus,travel
732,want to book cab,travel
733,"		i would like to cancel my drink water reminder reminder for fri, 03 march at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 682486-682487-682488, user_id: 1976489, task_name: drink_water, offset: 0, api_name: exotel }",reminders
734,from 8 th march morning 7:00 am,reminders
735,5 30 am,reminders
736,mani aap se 1 ticket  booking  ke hai,travel
737,ny offers on bas?,travel
738,nashik phata,travel
739,so i will be getting 200 rs off right,support
740,call dana 10.40,reminders
741,muje phele train ke nam btao aap kon si kon si train he chandigadh ke liye 1 st may ko,travel
742,for 4 people,food
743,wanr to stop de water remainder,reminders
744,remind me in 13 minutes,reminders
745,is there ticket available for logan at crown theater calicut,movies
746,"i would like to cancel my wake up call for everyday at 03:30 pm { reminder_list: 219041, user_id: 951505, task_name: wakeup, offset: 0, api_name: exotel }",reminders
747,no you booking please,travel
748,nearest hall to me,nearby
749,i need to book a bus ticket (non ac semi sleeper from coimbatore to rasipuram on 4 march after 6 pm).,travel
750,need you to call me,reminders
751,plzzzz update me with my pnr status,travel
752,not yet updated are you sure,support
753,tell me how to go by train,travel
754,tell me the lab,nearby
755,i will give you pick up point please,travel
756,my nearest santosh dhaba please tell me any discount is there or not,food
757,hollywood movie,movies
758,please check for me ernakulam to kozhikode on march 8,travel
759,need a cab from ecr to chetpet,travel
760,i want indian overseas bank atm,nearby
761,272176 where is pincode number,nearby
