year,category,winner,nominee,detail
1956,Best Actress-Continuing Performance,0,Eve Arden,Our Miss Brooks
1956,Best Actress-Continuing Performance,0,Ann Sothern,Private Secretary
1956,Best Actress-Continuing Performance,0,Gracie Allen,The George Burns and Gracie Allen Show
1956,Best Actress In A Supporting Role,0,Thelma Ritter,A Catered Affair (Alcoa-Goodyear Playhouse)
1956,Best Actress In A Supporting Role,0,Ann B. Davis,Bob Cummings Show
1956,Best Actress In A Supporting Role,1,Nanette Fabray,Caesar's Hour
1956,Best Actress In A Supporting Role,0,Jean Hagen,Make Room for Daddy
1956,Best Actress In A Supporting Role,0,Audrey Meadows,The Honeymooners
1956,Best Art Direction-Film Series,0,Four Star Playhouse,CBS
1956,Best Art Direction-Film Series,0,Medic,NBC
1956,Best Art Direction-Film Series,0,Robin Hood,NBC
1956,Best Art Direction-Film Series,0,Schlitz Playhouse,CBS
1956,Best Art Direction-Film Series,1,You Are There,CBS
1956,Best Art Direction-Live Series,0,Climax,CBS
1956,Best Art Direction-Live Series,0,Hallmark Hall of Fame,NBC
1956,Best Art Direction-Live Series,0,Lux Video Theatre,NBC
1956,Best Art Direction-Live Series,1,Playwrights '56 and Producers's Showcase,NBC
1956,Best Art Direction-Live Series,0,The Perry Como Show,NBC
1956,Best Art Direction-Live Series,0,U.S. Steel Hour,CBS
1956,"Best Audience Participation Series (Quiz, Panel, Etc.)",0,You Bet Your Life,NBC
1956,Best Camera Work-Live Show,0,Art Linkletter's House Party,CBS
1956,Best Camera Work-Live Show,0,Climax,CBS
1956,Best Camera Work-Live Show,0,Lux Video Theatre,NBC
1956,Best Camera Work-Live Show,1,Studio One,CBS
1956,Best Children'S Series,0,Ding Dong School,NBC
1956,Best Children'S Series,0,Howdy Doody,NBC
1956,Best Children'S Series,0,"Kukla, Fran & Ollie",ABC
1956,Best Children'S Series,1,Lassie,CBS
1956,Best Children'S Series,0,The Mickey Mouse Club,ABC
1956,Best Children'S Series,0,The Pinky Lee Show,NBC
1956,Best Choreographer,0,Max Liebman Presents and Shower of Stars With Ethe,NBC/CBS
1956,Best Choreographer,0,Max Liebman Spectaculars,NBC
1956,Best Choreographer,0,Peter Pan (Producers' Showcase),NBC
1956,Best Choreographer,0,The Jackie Gleason Show,CBS
1956,Best Choreographer,1,Your Hit Parade,NBC
1956,Best Cinematography For Television,0,Dragnet,NBC
1956,Best Cinematography For Television,1,Medic,NBC
1956,Best Cinematography For Television,0,Private Secretary,CBS
1956,Best Cinematography For Television,0,The Collar (Four Star Playhouse),CBS
1956,Best Cinematography For Television,0,The Loretta Young Show,NBC
1956,Best Comedian,0,Art Carney,
1956,Best Comedian,0,George Gobel,
1956,Best Comedian,1,Phil Silvers,
1956,Best Comedian,0,Jack Benny,
1956,Best Comedian,0,Sid Caesar,
1956,Best Comedienne,1,Nanette Fabray,
1956,Best Comedienne,0,Lucille Ball,
1956,Best Comedienne,0,Ann Sothern,
1956,Best Comedienne,0,Gracie Allen,
1956,Best Comedienne,0,Eve Arden,
1956,Best Comedy Series,0,Caesar's Hour,NBC
1956,Best Comedy Series,0,Make Room for Daddy,ABC
1956,Best Comedy Series,0,The Bob Cummings Show,CBS
1956,Best Comedy Series,0,The George Gobel Show,NBC
1956,Best Comedy Series,0,The Jack Benny Show,CBS
1956,Best Comedy Series,1,The Phil Silvers Show,CBS
1956,Best Comedy Writing,0,Caesar's Hour,NBC
1956,Best Comedy Writing,0,I Love Lucy,CBS
1956,Best Comedy Writing,0,The George Gobel Show,NBC
1956,Best Comedy Writing,0,The Jack Benny Show,CBS
1956,Best Comedy Writing,1,The Phil Silvers Show,CBS
1956,Best Commercial Campaign,0,BANK OF AMERICA,ALL
1956,Best Commercial Campaign,0,CHRYSLER,ALL
1956,Best Commercial Campaign,1,FORD,ALL
1956,Best Commercial Campaign,0,HAMM'S BEER,ALL
1956,Best Commercial Campaign,0,PIEL'S BEER,ALL
1956,Best Contribution To Daytime Programming,0,The Garry Moore Show,CBS
1956,Best Contribution To Daytime Programming,0,Today,NBC
1956,Best Special Event Or News Program,1,A-Bomb Coverage,CBS
1956,Best Special Event Or News Program,0,Academy of Motion Pictures Arts & Sciences Awards,NBC
1956,Best Special Event Or News Program,0,Academy of Television Arts & Sciences Awards,NBC
1956,Best Special Event Or News Program,0,Baseball-World Series,NBC
1956,Best Special Event Or News Program,0,Football-Rose Bowl,NBC
1956,Best Director-Film Series,0,Dragnet,NBC
1956,Best Director-Film Series,0,Make Room for Daddy,ABC
1956,Best Director-Film Series,1,Phil Silvers Show,CBS
1956,Best Director-Film Series,0,The Bob Cummings Show,CBS
1956,Best Director-Film Series,0,The Case of Mr. Pelham (Alfred Hitchcock Presents),CBS
1956,Best Director-Film Series,0,You Are There,CBS
1956,Best Director-Live Series,0,No Time For Sergeants (U.S. Steel Hour),CBS
1956,Best Director-Live Series,0,Our Town (Producers' Showcase),NBC
1956,Best Director-Live Series,0,Peter Pan (Producers' Showcase),NBC
1956,Best Director-Live Series,0,Portrait in Celluloid (Climax),CBS
1956,Best Director-Live Series,1,The Caine Mutiny Court Martial (Ford Star Jubilee),CBS
1956,Best Documentary Program,0,Meet The Press,NBC
1956,Best Documentary Program,1,Omnibus,CBS
1956,Best Documentary Program,0,Person To Person,CBS
1956,Best Documentary Program,0,See It Now,CBS
1956,Best Documentary Program,0,Wide Wide World,NBC
1956,Best Dramatic Series,0,Alcoa-Goodyear TV Playhouse,NBC
1956,Best Dramatic Series,0,Climax,CBS
1956,Best Dramatic Series,1,Producers' Showcase,NBC
1956,Best Dramatic Series,0,Studio One,CBS
1956,Best Dramatic Series,0,U.S. Steel Hour,CBS
1956,Best Editing Of A Television Film,1,Breakdown (Alfred Hitchcock Presents),CBS
1956,Best Editing Of A Television Film,0,Little Guy (Fireside Theatre),NBC
1956,Best Editing Of A Television Film,0,Operation 3 in 1 (Navy Log),CBS
1956,Best Editing Of A Television Film,0,The Bob Cummings Show,CBS
1956,Best Editing Of A Television Film,0,The Collar (Four Star Playhouse),CBS
1956,Best Engineering Technical Achievement,0,AUTOMATIC IRIS CONTROL,
1956,Best Engineering Technical Achievement,0,COLOR WIPE AMPLIFIER,
1956,Best Engineering Technical Achievement,0,DUMONT ELECTRONICAM,
1956,Best Engineering Technical Achievement,0,ELECTRONIC EDITING MACHINE,
1956,Best Engineering Technical Achievement,1,RCA TRICOLOR PICTURE,
1956,Best Engineering Technical Achievement,0,ULTRA-VIOLET KINESCOPE RECORDING OF RCA,
1956,Best Female Singer,1,Dinah Shore,
1956,Best Female Singer,0,Rosemary Clooney,
1956,Best Female Singer,0,Judy Garland,
1956,Best Female Singer,0,Peggy Lee,
1956,Best Female Singer,0,Gisele MacKenzie,
1956,Best Single Program Of The Year,0,The Sleeping Beauty (Producers' Showcase),NBC
1956,Best M.C. Or Program Host,0,Alfred Hitchcock,
1956,Best M.C. Or Program Host,0,John Daly,
1956,Best M.C. Or Program Host,0,Dave Garroway,
1956,Best M.C. Or Program Host,0,Alistair Cooke,
1956,Best M.C. Or Program Host,1,Perry Como,
1956,Best Male Singer,1,Perry Como,
1956,Best Male Singer,0,Harry Belafonte,
1956,Best Male Singer,0,Eddie Fisher,
1956,Best Male Singer,0,Gordon MacRae,
1956,Best Male Singer,0,Frank Sinatra,
1956,Best Music Series,0,Coke Time With Eddie Fisher,NBC
1956,Best Music Series,0,The Dinah Shore Show,NBC
1956,Best Music Series,0,The Perry Como Show,NBC
1956,Best Music Series,0,The Voice of Firestone,ABC
1956,Best Music Series,1,Your Hit Parade,NBC
1956,Best Musical Contribution,0,Our Town (Producers' Showcase),NBC
1956,Best Musical Contribution,0,Our Town (Producers' Showcase),NBC
1956,Best Musical Contribution,1,Our Town (Producers' Showcase),NBC
1956,Best Musical Contribution,0,Together With Music (Ford Star Jubilee),CBS
1956,Best Musical Contribution,0,Wide Wide World,NBC
1956,Best Variety Series,0,Ford Star Jubilee,CBS
1956,Best Variety Series,0,Shower of Stars,CBS
1956,Best Variety Series,0,The Dinah Shore Show,NBC
1956,Best Variety Series,1,The Ed Sullivan Show,CBS
1956,Best Variety Series,0,The Perry Como Show,NBC
1956,Best News Commentator Or Reporter,1,Edward R. Murrow,
1956,Best News Commentator Or Reporter,0,Clete Roberts,
1956,Best News Commentator Or Reporter,0,John Cameron Swayze,
1956,Best News Commentator Or Reporter,0,John Daly,
1956,Best News Commentator Or Reporter,0,Douglas Edwards,
1956,Best Original Teleplay Writing,0,A Catered Affair (Alcoa-Goodyear Playhouse),NBC
1956,Best Original Teleplay Writing,0,A Man Is Ten Feet Tall (Philco TV Playhouse),NBC
1956,Best Original Teleplay Writing,0,Fearful Decision (U.S. Steel Hour),CBS
1956,Best Original Teleplay Writing,1,Patterns (Kraft TV Theatre),NBC
1956,Best Original Teleplay Writing,0,Thunder Over Washington (Alcoa-Goodyear Playhouse),NBC
1956,Best Producer-Film Series,1,Disneyland,ABC
1956,Best Producer-Film Series,0,Medic,NBC
1956,Best Producer-Film Series,0,The Bob Cummings Show,CBS
1956,Best Producer-Film Series,0,The Phil Silvers Show,CBS
1956,Best Producer-Film Series,0,You Are There,CBS
1956,Best Producer-Live Series,0,Alcoa-Goodyear Playhouse,NBC
1956,Best Producer-Live Series,0,Climax,CBS
1956,Best Producer-Live Series,1,Producers' Showcase,NBC
1956,Best Producer-Live Series,0,The George Gobel Show,NBC
1956,Best Producer-Live Series,0,U.S. Steel Hour,CBS
1956,Best Producer-Live Series,0,Wide Wide World,NBC
1956,Best Specialty Act,0,n/a,NBC
1956,Best Specialty Act,1,n/a,NBC
1957,Best Single Performance By An Actor,0,Sal Mineo,Dino (Studio One)
1957,Best Single Performance By An Actor,0,Frederic March,Dodsworth (Producers' Showcase)
1957,Best Single Performance By An Actor,1,Jack Palance,Requiem for a Heavyweight (Playhouse 90)
1957,Best Single Performance By An Actor,0,Red Skelton,The Big Slide (Playhouse 90)
1957,Best Single Performance By An Actor,0,Lloyd Bridges,Tragedy in a Temporary Town (Alcoa-Hour Goodyear P
1957,Best Single Performance By An Actress,1,Claire Trevor,Dodsworth (Producers' Showcase)
1957,Best Single Performance By An Actress,0,Evelyn Rudie,Eloise (Playhouse 90)
1957,Best Single Performance By An Actress,0,Gracie Fields,Old Lady Shows Her Medals (U.S. Steel Hour)
1957,Best Single Performance By An Actress,0,Nancy Kelly,The Pilot (Studio One)
1957,Best Single Performance By An Actress,0,Edna Best,This Happy Breed (Ford Star Jubilee)
1957,Best Continuing Performance By An Actor,1,Robert Young,Father Knows Best
1957,Best Continuing Performance By An Actor,0,Charles Boyer,Four Star Playhouse
1957,Best Continuing Performance By An Actor,0,David Niven,Four Star Playhouse
1957,Best Continuing Performance By An Actor,0,James Arness,Gunsmoke
1957,Best Continuing Performance By An Actor,0,Hugh O'Brian,The Life and Legend of Wyatt Earp
1957,Best Supporting Performance By An Actor,1,Carl Reiner,Caesar's Hour
1957,Best Supporting Performance By An Actor,0,William Frawley,I Love Lucy
1957,Best Supporting Performance By An Actor,0,Paul Ford,Phil Silvers Show
1957,Best Supporting Performance By An Actor,0,Ed Wynn,Playhouse 90
1957,Best Supporting Performance By An Actor,0,Art Carney,The Jackie Gleason Show
1957,Best Continuing Performance By An Actress,0,Ida Lupino,Four Star Playhouse
1957,Best Continuing Performance By An Actress,0,Jane Wyman,Jane Wyman Theatre
1957,Best Continuing Performance By An Actress,0,Jan Clayton,Lassie
1957,Best Continuing Performance By An Actress,0,Peggy Wood,Mama
1957,Best Continuing Performance By An Actress,1,Loretta Young,The Loretta Young Show
1957,Best Supporting Performance By An Actress,0,Ann B. Davis,Bob Cummings Show
1957,Best Supporting Performance By An Actress,1,Pat Carroll,Caesar's Hour
1957,Best Supporting Performance By An Actress,0,Mildred Natwick,Ford Star Jubilee
1957,Best Supporting Performance By An Actress,0,Vivian Vance,I Love Lucy
1957,Best Supporting Performance By An Actress,0,Audrey Meadows,The Jackie Gleason Show
1957,Best Art Direction-Half Hour Or Less,0,Adventure,CBS
1957,Best Art Direction-Half Hour Or Less,0,Frontiers of Faith,NBC
1957,Best Art Direction-Half Hour Or Less,0,G.E. Theatre,CBS
1957,Best Art Direction-Half Hour Or Less,0,The Dinah Shore Show,NBC
1957,Best Art Direction-Half Hour Or Less,1,Your Hit Parade,NBC
1957,Best Art Direction-One Hour Or More,0,Kaiser Aluminum Hour,NBC
1957,Best Art Direction-One Hour Or More,0,Kraft Television Theatre,NBC
1957,Best Art Direction-One Hour Or More,0,Omnibus,CBS
1957,Best Art Direction-One Hour Or More,0,Perry Como Show,NBC
1957,Best Art Direction-One Hour Or More,1,Playhouse 90,CBS
1957,Best Live Camera Work,1,Kraft Television Theatre,NBC
1957,Best Live Camera Work,0,Playhouse 90,CBS
1957,Best Live Camera Work,0,Producers' Showcase,NBC
1957,Best Live Camera Work,0,Republican Convention,ABC-CBS-NBCPOOL
1957,Best Live Camera Work,0,Wide Wide World,NBC
1957,Best Continuing Performance By A Comedian In A Series,1,Sid Caesar,Caesar's Hour
1957,Best Continuing Performance By A Comedian In A Series,0,Bob Cummings,The Bob Cummings Show
1957,Best Continuing Performance By A Comedian In A Series,0,Ernie Kovacs,The Ernie Kovacs Show
1957,Best Continuing Performance By A Comedian In A Series,0,Jack Benny,The Jack Benny Show
1957,Best Continuing Performance By A Comedian In A Series,0,Phil Silvers,The Phil Silvers Show
1957,Best Continuing Performance By A Comedienne In A Series,1,Nanette Fabray,Caesar's Hour
1957,Best Continuing Performance By A Comedienne In A Series,0,Edith Adams,Ernie Kovacs Show
1957,Best Continuing Performance By A Comedienne In A Series,0,Lucille Ball,I Love Lucy
1957,Best Continuing Performance By A Comedienne In A Series,0,Ann Sothern,Private Secretary
1957,Best Continuing Performance By A Comedienne In A Series,0,Gracie Allen,The George Burns and Gracie Allen Show
1957,Best Comedy Writing-Variety Or Situation Comedy,0,Caesar's Hour,NBC
1957,Best Comedy Writing-Variety Or Situation Comedy,0,Ernie Kovacs Show,NBC
1957,Best Comedy Writing-Variety Or Situation Comedy,0,Perry Como Show,NBC
1957,Best Comedy Writing-Variety Or Situation Comedy,1,Phil Silvers Show,CBS
1957,Best Comedy Writing-Variety Or Situation Comedy,0,The Jack Benny Show,CBS
1957,Best Coverage Of A Newsworthy Event,0,Andrea Doria Sinking,CBS
1957,Best Coverage Of A Newsworthy Event,0,Andrea Doria Survivors Arrive in New York,NBC
1957,Best Coverage Of A Newsworthy Event,0,National Political Conventions,NBC
1957,Best Coverage Of A Newsworthy Event,0,National Political Conventions,ABC
1957,Best Coverage Of A Newsworthy Event,1,Years of Crisis,CBS
1957,Best Direction-Half Hour Or Less,0,77th Bengal Lancers,NBC
1957,Best Direction-Half Hour Or Less,0,Camera Three,CBS
1957,Best Direction-Half Hour Or Less,1,Danny Thomas Show,ABC
1957,Best Direction-Half Hour Or Less,0,G.E. Theatre,CBS
1957,Best Direction-Half Hour Or Less,0,You Are There,CBS
1957,Best Direction-One Hour Or More,0,20th Century-Fox Hour,CBS
1957,Best Direction-One Hour Or More,0,Chevy Show - Dinah Shore,NBC
1957,Best Direction-One Hour Or More,0,Kraft Television Theatre,NBC
1957,Best Direction-One Hour Or More,0,NBC Opera Theatre,NBC
1957,Best Direction-One Hour Or More,1,Playhouse 90,CBS
1957,Best Direction-One Hour Or More,0,Playhouse 90,CBS
1957,Best Editing Of A Film For Television,1,A.T.&T. Science Series,CBS
1957,Best Editing Of A Film For Television,0,Cheyenne,ABC
1957,Best Editing Of A Film For Television,0,Father Knows Best,NBC
1957,Best Editing Of A Film For Television,0,Four Star Playhouse,CBS
1957,Best Editing Of A Film For Television,0,Jane Wyman Theatre,NBC
1957,Best Female Personality-Continuing Performance,0,Arlene Francis,
1957,Best Female Personality-Continuing Performance,0,Gisele MacKenzie,
1957,Best Female Personality-Continuing Performance,0,Faye Emerson,
1957,Best Female Personality-Continuing Performance,1,Dinah Shore,
1957,Best Female Personality-Continuing Performance,0,Rosemary Clooney,
1957,Best Single Program Of The Year,0,A Night to Remember-Titanic (Kraft Television Thea,NBC
1957,Best Single Program Of The Year,0,Leonard Bernstein (Omnibus),CBS
1957,Best Single Program Of The Year,1,Requiem for a Heavyweight (Playhouse 90),CBS
1957,Best Single Program Of The Year,0,Secret Life of Danny Kaye (See It Now),CBS
1957,Best Single Program Of The Year,0,The Victor Borge Show,CBS
1957,Best Male Personality-Continuing Performance,0,Steve Allen,
1957,Best Male Personality-Continuing Performance,1,Perry Como,
1957,Best Musical Contribution For Television,0,Disneyland TV Show,ABC
1957,Best Musical Contribution For Television,0,Medic,NBC
1957,Best Musical Contribution For Television,1,Omnibus,CBS
1957,Best Musical Contribution For Television,0,Rosemary Clooney Show,SYN
1957,Best Musical Contribution For Television,0,Tennessee Ernie Ford Show,NBC
1957,Best New Program Series,0,Air Power,CBS
1957,Best New Program Series,1,Playhouse 90,CBS
1957,Best New Program Series,0,The Dinah Shore Chevy Show,NBC
1957,Best New Program Series,0,The Ernie Kovacs Show,NBC
1957,Best New Program Series,0,The Steve Allen Sunday Show,NBC
1957,Best News Commentator,1,Edward R. Murrow,
1957,Best News Commentator,0,Walter Cronkite,
1957,Best News Commentator,0,John Daly,
1957,Best News Commentator,0,Douglas Edwards,
1957,Best News Commentator,0,Chet Huntley,
1957,Best Teleplay Writing-One Hour Or More,0,Alcoa Hour-Goodyear Playhouse,NBC
1957,Best Teleplay Writing-One Hour Or More,0,Alcoa Hour-Goodyear Playhouse,NBC
1957,Best Teleplay Writing-One Hour Or More,0,Kraft Television Theatre,NBC
1957,Best Teleplay Writing-One Hour Or More,0,Playhouse 90,CBS
1957,Best Teleplay Writing-One Hour Or More,1,Playhouse 90,CBS
1957,Best Public Service Series,0,Meet The Press,NBC
1957,Best Public Service Series,0,NBC Opera,NBC
1957,Best Public Service Series,1,See It Now,CBS
1957,Best Public Service Series,0,Wide Wide World,NBC
1957,Best Public Service Series,0,You Are There,CBS
1957,Best Series-Half Hour Or Less,0,ALFRED HITCHCOCK PRESENTS,CBS
