age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
31,4,2,2,0,409,0,1,0,9,5,564,5,-1,0,3
49,1,1,0,0,3,0,1,0,9,5,1439,6,-1,0,3
27,10,2,0,0,9,0,1,0,9,5,919,2,-1,0,3
30,1,2,1,0,155,1,1,0,9,5,1426,3,-1,0,3
35,1,1,1,0,1330,0,0,0,10,5,901,1,-1,0,3
26,1,2,1,0,-29,1,0,0,10,5,998,4,-1,0,3
45,2,1,3,0,3133,1,1,0,10,5,804,1,-1,0,3
34,0,1,1,0,-33,1,1,0,10,5,961,1,-1,0,3
28,0,2,1,0,-170,0,1,0,10,5,720,2,-1,0,3
25,1,2,1,0,1243,0,1,0,10,5,1341,7,-1,0,3
30,1,2,1,0,1598,1,0,0,10,5,634,1,-1,0,3
30,7,1,1,0,5,0,1,0,10,5,829,5,-1,0,3
47,7,1,1,0,367,1,0,0,10,5,476,4,-1,0,3
57,0,0,1,0,658,0,0,0,10,5,724,1,-1,0,3
38,4,1,2,0,1722,1,0,0,10,5,500,1,-1,0,3
54,9,1,1,0,-315,0,1,0,10,5,2029,1,-1,0,3
25,1,2,0,0,2483,0,0,0,10,5,1499,3,-1,0,3
30,1,1,1,0,0,1,1,0,10,5,1399,1,-1,0,3
26,4,2,2,0,45,0,0,0,10,5,1187,3,-1,0,3
31,8,1,0,0,46,1,0,0,10,5,487,1,-1,0,3
29,1,2,1,0,482,0,1,0,10,5,1097,3,-1,0,3
49,1,1,1,0,3728,1,0,0,11,5,1060,2,-1,0,3
60,5,0,1,0,1099,0,0,0,11,5,764,2,-1,0,3
60,4,1,2,0,2222,1,0,0,11,5,1120,2,-1,0,3
29,4,2,2,0,983,1,0,0,11,5,963,2,-1,0,3
55,4,0,1,0,204,1,0,0,11,5,1973,2,-1,0,3
44,0,1,1,0,1074,1,0,0,11,5,911,2,-1,0,3
47,9,1,1,0,3466,1,0,0,11,5,853,2,-1,0,3
35,0,1,1,0,-203,1,0,0,11,5,1649,2,-1,0,3
35,2,1,1,0,2436,0,1,0,14,5,1397,3,-1,0,3
38,9,1,1,0,976,1,0,0,14,5,766,3,-1,0,3
34,2,1,2,0,146,1,0,0,14,5,788,2,-1,0,3
50,9,1,1,0,156,0,1,0,14,5,1130,3,-1,0,3
43,0,1,2,0,189,1,0,0,14,5,1062,4,-1,0,3
44,0,0,1,0,163,1,0,0,14,5,1669,2,-1,0,3
51,7,0,1,0,242,0,1,0,14,5,1336,4,-1,0,3
31,9,1,1,0,1173,1,0,0,14,5,444,3,-1,0,3
39,9,1,2,0,0,1,0,0,14,5,894,7,-1,0,3
59,4,1,2,0,296,0,1,0,15,5,805,3,-1,0,3
25,7,2,1,0,333,0,1,0,15,5,1056,2,-1,0,3
58,4,1,2,0,3864,1,0,0,15,5,815,4,-1,0,3
30,2,1,0,0,2686,1,0,0,15,5,808,3,-1,0,3
34,1,2,0,0,-109,1,0,0,15,5,860,4,-1,0,3
51,7,0,1,0,65,0,1,0,15,5,881,1,-1,0,3
60,5,1,1,0,597,0,0,0,15,5,981,1,-1,0,3
51,2,1,1,0,-799,0,1,0,15,5,1001,3,-1,0,3
37,4,0,2,0,1775,0,0,0,15,5,514,5,-1,0,3
30,1,2,0,0,0,0,0,0,15,5,716,3,-1,0,3
46,2,0,1,0,-563,0,1,0,15,5,769,4,-1,0,3
29,8,2,2,0,5,0,0,0,15,5,889,5,-1,0,3
27,2,1,2,0,139,0,0,0,15,5,448,5,-1,0,3
28,4,2,2,0,0,1,0,0,16,5,767,5,-1,0,3
34,1,2,1,0,855,1,0,0,16,5,578,1,-1,0,3
29,1,2,3,0,694,1,1,0,16,5,1806,4,-1,0,3
27,4,2,2,0,151,1,0,0,16,5,496,1,-1,0,3
26,9,2,1,0,354,0,0,0,16,5,586,1,-1,0,3
36,4,1,2,0,673,1,0,0,16,5,689,1,-1,0,3
44,1,1,0,0,1265,1,0,0,16,5,555,1,-1,0,3
39,1,1,2,0,597,0,0,0,16,5,686,6,-1,0,3
30,9,1,1,0,-393,1,1,0,16,5,435,1,-1,0,3
31,10,0,2,0,256,1,0,0,16,5,873,2,-1,0,3
56,1,1,0,0,0,1,0,0,16,5,1222,1,-1,0,3
29,1,1,1,0,2870,1,0,0,16,5,988,1,-1,0,3
43,1,1,1,0,184,0,1,0,16,5,1019,11,-1,0,3
32,1,1,1,0,1905,1,0,0,16,5,709,2,-1,0,3
30,0,2,1,0,-36,0,0,0,16,5,561,9,-1,0,3
40,1,1,1,0,-839,1,1,0,16,5,1018,2,-1,0,3
42,7,1,1,0,3465,1,1,0,16,5,1039,2,-1,0,3
27,8,1,1,0,119,1,0,0,16,5,781,2,-1,0,3
35,4,1,2,0,36,0,1,0,16,5,1656,5,-1,0,3
35,3,1,0,0,113,1,0,0,17,5,923,2,-1,0,3
32,1,2,1,0,118,1,0,0,17,5,1275,1,-1,0,3
39,9,1,1,0,251,1,0,0,17,5,342,2,-1,0,3
31,1,0,1,0,-277,1,0,1,17,5,1008,2,-1,0,3
26,7,2,1,0,-189,0,1,0,17,5,538,2,-1,0,3
42,4,1,2,0,4,1,0,0,17,5,795,1,-1,0,3
27,7,2,1,0,1820,1,0,0,17,5,1027,1,-1,0,3
33,6,0,1,0,1904,1,0,0,17,5,1584,2,-1,0,3
51,1,1,0,0,201,1,0,0,17,5,582,2,-1,0,3
33,0,1,1,0,0,1,0,1,17,5,1448,7,-1,0,3
30,9,2,2,0,178,0,0,0,17,5,656,3,-1,0,3
52,3,1,0,0,3798,1,0,0,17,5,1208,1,-1,0,3
42,1,0,0,0,301,1,0,0,17,5,1175,2,-1,0,3
31,4,0,2,0,294,1,0,0,17,5,536,5,-1,0,3
27,7,1,1,0,0,1,0,0,17,5,991,5,-1,0,3
44,1,2,1,0,292,0,1,0,17,5,1153,4,-1,0,3
40,2,0,1,0,2998,1,0,0,18,5,623,3,-1,0,3
46,3,0,0,0,2084,1,0,0,18,5,1081,2,-1,0,3
32,7,0,1,0,454,1,0,0,18,5,978,1,-1,0,3
56,9,0,1,0,179,0,0,0,18,5,536,1,-1,0,3
33,1,1,1,0,661,1,0,0,18,5,968,1,-1,0,3
33,1,1,1,0,89,1,0,0,18,5,278,2,-1,0,3
32,6,1,0,0,102,1,0,0,18,5,560,1,-1,0,3
41,1,0,0,0,138,1,0,0,18,5,640,3,-1,0,3
31,0,2,1,0,622,0,0,0,18,5,420,1,-1,0,3
30,0,0,1,0,10,1,0,0,18,5,658,2,-1,0,3
34,0,0,1,0,-251,0,0,0,18,5,641,1,-1,0,3
43,2,1,1,0,104,1,0,0,18,5,635,3,-1,0,3
28,1,1,1,0,173,0,0,0,18,5,588,7,-1,0,3
32,0,0,1,0,-46,0,1,0,18,5,1373,4,-1,0,3
31,1,0,1,0,0,1,1,0,18,5,913,4,-1,0,3
35,2,2,2,0,145,1,0,0,18,5,799,2,-1,0,3
31,4,1,2,0,325,1,0,0,18,5,1139,2,-1,0,3
25,7,2,1,0,2311,0,1,0,21,5,1105,2,-1,0,3
56,5,0,2,0,158,0,1,0,21,5,854,1,-1,0,3
47,9,1,1,0,1981,1,0,0,21,5,919,2,-1,0,3
39,4,1,2,0,1423,1,0,1,21,5,733,3,-1,0,3
51,4,1,2,0,2455,1,0,0,21,5,553,1,-1,0,3
54,9,0,1,0,859,0,1,0,21,5,710,1,-1,0,3
58,5,1,3,0,9004,0,0,0,21,5,891,4,-1,0,3
42,10,1,3,0,970,1,0,1,21,5,691,10,-1,0,3
56,7,1,0,0,486,0,1,1,21,5,1877,1,-1,0,3
55,3,1,1,0,127,1,0,1,21,5,1130,8,-1,0,3
26,1,2,0,0,409,1,0,0,21,5,577,2,-1,0,3
40,0,2,1,0,664,0,0,0,21,5,1342,2,-1,0,3
26,9,2,1,0,223,0,1,0,21,5,1002,3,-1,0,3
35,4,2,2,0,-324,0,1,0,21,5,985,11,-1,0,3
34,7,2,1,0,-30,0,0,0,21,5,1360,3,-1,0,3
41,4,2,2,0,1253,0,0,0,21,5,1134,5,-1,0,3
44,4,1,0,0,4758,1,0,0,22,5,712,6,-1,0,3
33,4,2,2,0,30,1,0,0,22,5,1077,1,-1,0,3
36,4,0,2,0,81,0,1,0,22,5,560,1,-1,0,3
38,9,1,1,0,0,1,0,0,22,5,1545,1,-1,0,3
35,9,1,2,0,328,1,0,0,22,5,654,2,-1,0,3
41,9,2,2,0,145,0,0,0,22,5,1833,2,-1,0,3
41,4,0,3,0,465,1,0,0,22,5,1508,1,-1,0,3
28,1,1,1,0,751,1,0,0,22,5,598,5,-1,0,3
26,7,1,1,0,-379,1,1,0,22,5,1237,7,-1,0,3
39,1,2,1,0,0,0,0,0,22,5,864,4,-1,0,3
25,0,1,3,0,349,1,0,0,22,5,1037,8,-1,0,3
37,0,1,1,0,1110,1,0,1,22,5,802,11,-1,0,3
25,4,1,1,0,2228,1,0,0,23,5,754,1,-1,0,3
46,4,0,2,0,2166,1,0,0,23,5,870,1,-1,0,3
25,1,2,1,0,-247,1,0,0,23,5,633,1,-1,0,3
28,9,2,2,0,-123,0,1,0,23,5,690,1,-1,0,3
33,7,0,1,0,44,0,1,0,23,5,529,1,-1,0,3
32,4,2,1,0,131,1,1,0,23,5,1152,2,-1,0,3
32,1,1,1,0,476,1,0,0,23,5,956,9,-1,0,3
47,9,2,1,0,1101,1,0,0,23,5,957,3,-1,0,3
50,2,1,2,0,-168,1,0,0,23,5,1327,2,-1,0,3
27,9,1,1,0,-392,1,0,0,23,5,228,2,-1,0,3
45,0,1,1,0,524,1,0,0,23,5,808,1,-1,0,3
51,0,2,1,0,895,0,0,0,23,5,638,2,-1,0,3
36,0,1,1,0,212,1,1,0,23,5,1201,6,-1,0,3
51,6,1,1,0,95,1,0,0,23,5,1309,4,-1,0,3
33,7,2,2,0,395,1,0,0,23,5,1359,6,-1,0,3
59,9,1,1,0,135,1,1,0,23,5,416,4,-1,0,3
38,2,1,2,0,0,0,0,0,23,5,532,2,-1,0,3
40,7,1,1,0,471,1,0,0,24,5,430,4,-1,0,3
51,1,1,0,0,603,1,0,0,24,5,853,2,-1,0,3
41,2,2,1,0,663,0,0,0,24,5,1204,1,-1,0,3
38,2,1,1,0,593,1,1,0,24,5,1484,24,-1,0,3
31,4,1,2,0,1224,1,1,0,24,5,1441,2,-1,0,3
28,0,2,1,0,2,1,0,0,24,5,454,1,-1,0,3
41,1,1,1,1,720,0,1,0,24,5,651,1,-1,0,3
33,4,0,2,0,990,1,0,0,24,5,1491,2,-1,0,3
25,8,2,1,0,1747,1,0,0,24,5,903,1,-1,0,3
45,0,0,1,0,59,1,0,0,24,5,873,8,-1,0,3
31,1,1,0,0,33,1,0,0,24,5,901,2,-1,0,3
28,7,2,1,0,340,1,0,0,24,5,821,2,-1,0,3
49,9,0,1,0,305,0,0,0,24,5,367,2,-1,0,3
25,7,1,1,0,0,1,0,0,24,5,458,9,-1,0,3
28,10,2,2,0,497,1,0,0,24,5,1602,6,-1,0,3
54,5,1,1,0,1371,0,0,1,25,5,1492,2,-1,0,3
28,9,2,2,0,1628,1,0,0,25,5,1422,2,-1,0,3
27,9,2,2,0,372,1,1,0,25,5,728,2,-1,0,3
49,1,2,0,0,566,1,0,0,25,5,979,2,-1,0,3
53,1,1,0,0,343,1,0,0,25,5,616,5,-1,0,3
26,9,2,1,0,941,0,1,0,25,5,784,1,-1,0,3
37,7,1,1,0,775,0,1,0,25,5,1000,1,-1,0,3
34,1,2,1,0,1759,0,1,0,25,5,695,1,-1,0,3
51,5,1,0,0,1495,0,0,1,25,5,1946,4,-1,0,3
39,3,1,1,0,1444,0,0,1,25,5,362,8,-1,0,3
35,9,2,2,0,470,1,0,0,25,5,743,13,-1,0,3
51,10,1,0,0,1162,1,0,0,25,5,2015,1,-1,0,3
30,4,2,2,0,2,1,1,0,25,5,1031,8,-1,0,3
42,1,2,0,0,1628,1,0,0,25,5,590,8,-1,0,3
54,4,1,1,0,1134,1,0,0,25,5,1330,3,-1,0,3
51,1,1,0,0,0,1,1,0,25,5,946,3,-1,0,3
57,5,0,0,0,63,0,1,0,25,5,1448,17,-1,0,3
30,4,1,2,0,1221,1,0,1,25,5,279,4,-1,0,3
37,1,2,1,0,5024,0,1,0,25,5,661,4,-1,0,3
39,9,1,1,0,10685,1,0,0,25,5,1369,9,-1,0,3
35,9,1,2,0,1629,0,0,0,25,5,653,4,-1,0,3
48,4,1,1,0,268,1,0,0,28,5,458,7,-1,0,3
31,4,1,2,0,0,1,1,0,28,5,664,8,-1,0,3
35,6,1,1,0,5613,1,0,0,28,5,699,3,-1,0,3
48,3,1,1,0,513,0,1,0,28,5,939,3,-1,0,3
53,3,1,0,0,362,0,0,0,28,5,1169,2,-1,0,3
27,9,2,1,0,3933,0,0,0,28,5,837,3,-1,0,3
55,9,1,1,0,3899,1,0,1,28,5,596,4,-1,0,3
40,7,1,1,0,473,1,0,0,28,5,383,3,-1,0,3
40,6,2,2,0,1616,0,0,1,28,5,1009,7,-1,0,3
38,1,0,1,0,1817,1,0,0,28,5,1096,4,-1,0,3
54,5,2,1,0,129,0,1,0,28,5,867,2,-1,0,3
54,9,1,1,0,1938,0,1,0,28,5,551,3,-1,0,3
50,0,2,1,0,133,0,0,0,28,5,890,4,-1,0,3
48,4,0,2,0,2263,0,0,0,29,5,874,2,-1,0,3
41,7,1,3,0,1538,0,0,0,29,5,710,2,-1,0,3
51,1,0,0,0,5,0,0,0,29,5,600,2,-1,0,3
42,9,2,2,0,2625,0,0,0,29,5,2516,2,-1,0,3
58,5,0,1,0,1080,1,0,0,29,5,1058,2,-1,0,3
47,10,1,1,0,312,0,0,0,29,5,884,1,-1,0,3
58,0,1,1,0,145,1,0,1,29,5,616,13,-1,0,3
41,1,1,1,0,-190,0,1,0,29,5,808,3,-1,0,3
50,0,1,1,0,2678,0,0,1,30,5,1011,6,-1,0,3
46,3,1,1,0,271,1,0,0,30,5,1013,29,-1,0,3
44,1,1,1,0,0,0,0,0,30,5,684,2,-1,0,3
36,7,1,1,0,0,0,0,0,30,5,843,2,-1,0,3
58,4,0,1,0,3161,0,0,1,30,5,542,2,-1,0,3
44,10,2,0,1,-4,0,1,0,30,5,788,2,-1,0,3
49,2,0,3,1,-701,1,0,0,30,5,988,2,-1,0,3
55,4,1,2,0,-375,0,0,0,30,5,814,2,-1,0,3
52,10,1,0,0,959,0,0,1,30,5,694,2,-1,0,3
60,5,0,1,0,1091,0,0,0,30,5,441,5,-1,0,3
41,7,1,3,1,-1,0,1,0,30,5,1171,4,-1,0,3
36,4,1,2,0,96,0,0,0,30,5,729,4,-1,0,3
41,1,0,0,0,0,0,0,0,30,5,509,2,-1,0,3
50,2,1,2,0,230,0,0,1,30,5,1089,4,-1,0,3
44,3,1,0,0,-156,0,1,0,30,5,1211,2,-1,0,3
54,9,1,1,0,114,0,0,0,30,5,458,3,-1,0,3
35,4,1,2,0,-468,1,0,0,30,5,540,8,-1,0,3
59,5,0,1,0,679,0,0,0,30,5,761,4,-1,0,3
42,2,1,3,0,206,1,0,0,30,5,695,2,-1,0,3
27,4,2,2,0,1,1,0,0,30,5,764,4,-1,0,3
59,3,0,0,0,2518,0,0,0,30,5,675,3,-1,0,3
43,0,1,1,0,378,0,0,0,30,5,782,8,-1,0,3
39,9,2,1,0,391,0,1,0,30,5,962,4,-1,0,3
33,10,1,1,0,-144,0,0,0,30,5,481,3,-1,0,3
36,6,2,2,0,1240,0,0,0,31,5,812,3,-1,0,3
35,1,0,0,0,1792,1,0,0,31,5,630,6,-1,0,3
50,1,1,3,0,2284,1,0,1,31,5,1088,17,-1,0,3
55,9,1,1,0,264,1,1,0,31,5,1150,5,-1,0,3
51,10,0,2,0,0,0,0,0,31,5,574,2,-1,0,3
48,2,1,2,1,-392,0,0,0,31,5,725,4,-1,0,3
55,3,0,0,0,77,0,0,0,31,5,463,6,-1,0,3
30,7,1,1,0,48,1,0,0,31,5,662,13,-1,0,3
53,1,1,0,0,252,0,0,0,31,5,727,4,-1,0,3
40,1,1,1,0,1954,0,0,0,31,5,1107,2,-1,0,3
44,9,1,0,0,755,0,1,0,31,5,829,4,-1,0,3
49,4,0,2,0,755,0,0,0,31,5,1212,4,-1,0,3
40,0,1,1,0,341,0,0,0,31,5,1142,5,-1,0,3
58,10,1,0,0,1183,0,0,0,31,5,1721,5,-1,0,3
49,7,1,1,0,388,0,0,1,31,5,1032,4,-1,0,3
38,9,1,1,0,1919,0,0,0,4,1,846,1,-1,0,3
51,3,0,2,0,1613,0,0,0,4,1,870,1,-1,0,3
36,4,0,2,0,0,0,0,0,4,1,1165,1,-1,0,3
55,5,1,1,0,0,0,0,0,4,1,1110,1,-1,0,3
43,9,1,2,0,0,0,0,0,4,1,1488,2,-1,0,3
60,4,0,1,0,0,0,0,0,5,1,603,3,-1,0,3
57,5,1,1,0,466,0,0,0,5,1,641,2,-1,0,3
41,9,1,2,0,515,0,0,0,5,1,837,2,-1,0,3
50,9,1,2,0,2313,0,0,0,5,1,553,1,-1,0,3
53,1,1,1,0,-8,0,0,0,5,1,794,1,-1,0,3
59,5,1,0,0,1634,1,1,0,5,1,836,1,-1,0,3
59,3,1,0,0,100,0,0,0,5,1,1134,1,-1,0,3
52,11,1,3,0,5361,0,0,0,5,1,607,3,-1,0,3
58,4,0,2,0,1257,0,0,0,5,1,1536,1,-1,0,3
59,5,1,0,0,3400,1,0,0,5,1,515,3,-1,0,3
49,9,2,1,0,1377,0,0,0,5,1,935,1,-1,0,3
33,4,0,2,0,2885,0,0,0,5,1,1051,2,-1,0,3
55,1,1,0,0,512,0,0,0,5,1,1200,2,-1,0,3
42,9,1,2,0,921,0,0,0,5,1,531,3,-1,0,3
52,7,1,1,0,1000,0,0,0,5,1,766,2,-1,0,3
38,9,1,2,0,202,0,0,0,5,1,1311,2,-1,0,3
55,9,1,2,0,169,0,1,0,5,1,618,2,-1,0,3
49,9,1,2,0,3726,0,0,0,5,1,875,2,-1,0,3
56,9,0,1,0,146,1,0,0,5,1,419,3,-1,0,3
46,9,1,1,0,940,0,0,0,5,1,1227,2,-1,0,3
57,5,0,2,0,734,0,0,0,6,1,1357,4,-1,0,3
61,5,1,1,0,77,0,0,0,6,1,455,4,-1,0,3
45,0,1,1,0,925,0,0,0,6,1,406,2,-1,0,3
39,4,1,2,0,1836,0,0,0,6,1,902,3,-1,0,3
46,0,1,1,0,660,0,0,0,6,1,740,2,-1,0,3
43,4,2,2,0,1304,0,0,0,6,1,501,2,-1,0,3
34,7,1,1,0,2956,0,0,0,6,1,835,2,-1,0,3
35,4,0,2,0,146,0,0,0,6,1,720,2,-1,0,3
36,4,0,2,1,36,0,0,0,6,1,836,4,-1,0,3
45,4,0,2,0,1,0,0,0,6,1,490,2,-1,0,3
47,9,1,1,0,2480,0,0,0,6,1,763,2,-1,0,3
42,9,1,2,0,14282,1,0,0,6,1,649,4,-1,0,3
40,4,2,2,0,0,0,0,0,6,1,641,6,-1,0,3
40,9,0,1,0,311,0,0,0,6,1,738,2,-1,0,3
32,9,1,1,0,560,0,0,0,6,1,1044,4,-1,0,3
33,9,2,1,0,3059,0,1,0,6,1,482,2,-1,0,3
32,6,1,2,0,1423,0,0,0,6,1,1249,4,-1,0,3
46,1,1,0,0,874,0,0,0,6,1,996,1,-1,0,3
50,0,1,1,0,706,1,0,0,6,1,1250,4,-1,0,3
51,1,1,0,0,7098,0,0,0,6,1,1471,7,-1,0,3
30,4,2,2,0,5389,0,0,0,6,1,1456,3,-1,0,3
39,9,2,1,0,1104,0,0,0,7,1,395,2,-1,0,3
47,0,1,1,0,3070,0,0,0,7,1,663,4,-1,0,3
40,9,0,1,0,0,0,0,0,7,1,674,2,-1,0,3
50,1,1,0,0,4108,1,0,0,7,1,526,2,-1,0,3
60,4,1,2,0,0,0,0,0,7,1,401,3,-1,0,3
32,4,2,2,0,4291,0,0,0,7,1,1321,9,-1,0,3
57,9,1,2,0,6822,0,0,0,7,1,797,2,-1,0,3
41,6,1,2,0,231,0,0,0,7,1,352,2,-1,0,3
50,9,1,1,0,3176,0,0,0,7,1,670,1,-1,0,3
46,9,0,1,0,-824,1,0,0,7,1,429,3,-1,0,3
31,4,1,2,0,676,0,0,0,7,1,1182,1,-1,0,3
36,9,2,1,0,651,0,0,0,7,1,876,1,-1,0,3
45,9,0,1,0,2657,0,0,0,7,1,895,3,-1,0,3
33,9,0,1,0,801,0,0,0,7,1,341,5,-1,0,3
47,7,1,1,0,405,0,1,0,8,1,994,2,-1,0,3
35,4,1,2,0,82,0,0,0,8,1,507,4,-1,0,3
38,4,1,2,0,179,0,0,2,8,1,317,4,-1,0,3
33,4,1,2,0,1047,0,0,0,8,1,512,4,-1,0,3
44,9,2,1,0,7138,0,0,0,8,1,809,2,-1,0,3
31,4,2,2,0,165,0,1,0,8,1,523,2,-1,0,3
31,4,2,2,0,37,0,0,0,8,1,669,2,-1,0,3
49,7,1,1,0,823,0,0,0,8,1,780,4,-1,0,3
52,7,1,0,0,1625,0,0,0,8,1,459,2,-1,0,3
31,9,1,2,0,120,0,0,0,8,1,1000,1,-1,0,3
35,4,1,2,0,2957,1,1,0,8,1,733,3,-1,0,3
31,4,2,2,0,2,0,0,0,8,1,848,1,-1,0,3
36,9,0,1,0,1,0,0,0,8,1,1242,3,-1,0,3
39,4,1,2,0,1795,0,0,0,8,1,922,7,-1,0,3
46,4,1,2,0,4,0,0,0,8,1,1206,4,-1,0,3
48,1,1,0,0,476,0,0,0,11,1,856,3,-1,0,3
36,4,1,2,0,9,0,0,0,11,1,386,4,-1,0,3
30,4,1,2,0,131,1,0,0,11,1,384,6,-1,0,3
33,4,2,2,0,1120,0,0,0,11,1,1070,2,-1,0,3
57,3,1,0,0,2785,0,0,0,11,1,610,4,-1,0,3
33,4,2,2,0,0,0,0,0,11,1,699,7,-1,0,3
35,4,1,2,0,43,0,0,0,11,1,917,4,-1,0,3
53,4,1,2,0,0,0,0,0,11,1,608,2,-1,0,3
41,4,1,1,0,456,1,0,0,11,1,734,4,-1,0,3
32,4,2,1,0,2018,0,0,0,11,1,1238,1,-1,0,3
41,4,1,2,0,0,0,0,0,11,1,1242,5,-1,0,3
35,9,2,1,0,354,0,0,0,11,1,444,3,-1,0,3
48,1,1,0,0,719,0,1,0,11,1,418,5,-1,0,3
34,4,1,2,0,828,0,1,0,11,1,1080,3,-1,0,3
47,1,1,1,0,2787,0,0,0,11,1,479,1,-1,0,3
46,10,1,1,0,2551,0,0,0,12,1,645,2,-1,0,3
60,5,1,1,0,2722,0,0,0,12,1,506,2,-1,0,3
39,4,1,1,0,1880,0,0,0,12,1,768,2,-1,0,3
57,1,1,0,0,2112,0,0,0,12,1,1134,2,-1,0,3
36,10,0,1,0,871,0,0,0,12,1,396,3,-1,0,3
30,4,1,1,0,850,0,0,0,12,1,507,2,-1,0,3
33,9,1,1,0,3243,0,0,0,12,1,439,4,-1,0,3
30,4,1,2,0,1567,1,0,0,12,1,1133,4,-1,0,3
36,9,2,1,1,12,0,0,0,12,1,587,2,-1,0,3
49,1,1,0,0,128,0,0,0,12,1,696,2,-1,0,3
49,1,1,1,0,553,0,0,0,12,1,645,8,-1,0,3
40,10,0,1,0,1694,0,0,0,12,1,473,6,-1,0,3
49,1,1,0,0,408,0,0,0,12,1,559,4,-1,0,3
38,4,1,2,0,1223,0,0,0,12,1,1092,5,-1,0,3
31,4,2,2,0,1858,0,0,0,12,1,453,3,-1,0,3
34,4,1,2,0,520,1,0,0,12,1,1307,4,-1,0,3
39,4,1,2,0,271,1,0,0,12,1,1344,1,-1,0,3
40,4,1,1,0,4396,0,0,0,12,1,432,3,-1,0,3
47,9,1,1,0,568,1,0,0,12,1,1613,1,-1,0,3
37,9,2,1,0,3665,0,0,0,12,1,664,3,-1,0,3
44,9,2,1,0,244,1,0,0,12,1,1735,4,-1,0,3
55,4,1,2,0,568,0,0,0,12,1,940,10,-1,0,3
40,9,1,1,0,42,0,0,0,13,1,1842,2,-1,0,3
54,5,1,0,0,309,0,0,0,13,1,969,2,-1,0,3
35,9,1,1,0,-180,0,1,0,13,1,823,2,-1,0,3
32,9,2,2,0,34646,0,0,1,13,1,618,9,-1,0,3
36,4,0,2,0,59,0,0,0,13,1,526,2,-1,0,3
37,4,1,2,0,4436,0,0,0,13,1,846,5,-1,0,3
37,9,2,1,0,-242,1,0,0,13,1,1149,6,-1,0,3
50,6,1,1,0,10052,0,0,0,13,1,665,2,-1,0,3
58,5,1,2,0,0,0,0,0,13,1,641,4,-1,0,3
52,9,0,1,0,152,0,0,0,13,1,404,6,-1,0,3
31,4,1,2,0,156,0,0,0,13,1,657,7,-1,0,3
40,4,1,2,0,66,0,0,0,13,1,737,4,-1,0,3
34,4,2,2,0,9827,1,0,0,13,1,871,4,-1,0,3
53,7,1,1,0,6170,0,0,0,13,1,838,4,-1,0,3
43,4,1,2,0,2383,0,0,0,13,1,379,6,-1,0,3
30,9,2,2,0,635,0,0,0,13,1,851,8,-1,0,3
34,9,2,1,0,16,0,0,0,13,1,990,1,-1,0,3
48,0,0,1,0,362,0,0,0,13,1,529,1,-1,0,3
33,4,1,2,0,191,0,0,0,13,1,1148,2,-1,0,3
37,4,2,2,0,455,1,0,0,13,1,904,6,-1,0,3
57,9,0,1,0,3043,0,0,0,14,1,707,2,-1,0,3
55,5,1,0,0,3334,0,0,0,14,1,632,4,-1,0,3
34,9,1,2,0,8029,1,0,0,14,1,593,4,-1,0,3
44,2,1,2,0,624,0,0,1,14,1,552,2,-1,0,3
35,4,2,2,0,331,0,0,0,14,1,857,2,-1,0,3
34,3,1,0,0,2929,0,0,0,14,1,518,2,-1,0,3
49,7,1,1,0,1314,0,0,0,14,1,834,14,-1,0,3
30,9,1,1,0,289,1,0,0,14,1,1184,4,-1,0,3
32,4,2,2,0,20,0,0,0,14,1,1151,2,-1,0,3
56,1,1,0,0,8163,0,0,0,14,1,1231,4,-1,0,3
50,4,2,2,0,1200,0,0,0,14,1,904,3,-1,0,3
32,9,2,1,0,1732,1,0,0,14,1,1871,3,-1,0,3
45,9,2,2,0,0,0,0,0,18,1,773,4,-1,0,3
52,4,1,2,0,576,0,0,0,18,1,762,3,-1,0,3
60,1,1,0,0,493,0,0,0,18,1,671,4,-1,0,3
47,4,1,2,0,682,0,0,0,18,1,638,6,-1,0,3
32,9,2,1,0,0,0,0,0,18,1,594,4,-1,0,3
55,1,1,0,0,3485,0,0,0,18,1,625,4,-1,0,3
36,4,2,2,0,2944,0,0,0,18,1,882,8,-1,0,3
46,9,1,1,0,1353,0,0,0,18,1,528,5,-1,0,3
55,4,0,2,0,0,0,0,0,18,1,309,4,-1,0,3
30,4,2,2,0,1541,0,0,0,18,1,471,8,-1,0,3
54,1,1,1,0,548,0,0,0,18,1,520,7,-1,0,3
31,4,0,2,0,254,0,0,0,18,1,1576,8,-1,0,3
46,9,2,2,0,4414,0,0,0,18,1,504,7,-1,0,3
61,4,1,1,0,985,0,0,0,18,1,998,6,-1,0,3
58,5,1,0,0,1241,0,0,0,18,1,194,2,-1,0,3
38,9,2,1,0,3278,0,0,0,19,1,645,14,-1,0,3
49,9,1,1,0,412,0,0,0,19,1,1293,8,-1,0,3
43,4,2,2,0,483,0,0,0,19,1,950,6,-1,0,3
52,4,1,2,0,7135,0,0,0,19,1,1032,3,-1,0,3
33,6,2,2,0,61,0,0,0,19,1,836,3,-1,0,3
33,4,1,2,0,1412,1,0,2,19,1,480,1,-1,0,3
53,4,1,2,0,15,0,0,0,20,1,921,2,-1,0,3
40,0,2,2,0,27,0,0,0,20,1,467,2,-1,0,3
44,6,1,2,0,1196,0,0,0,20,1,552,5,-1,0,3
42,9,0,1,0,19,0,0,0,20,1,875,4,-1,0,3
